crn_number,subject,course_number,title,cred_number,typekey,days,times,lockey_number,lockey,instructor,seats_number,totenrl_number
11103,CM,246.101,Comm/Business Prof,3,LEC,M W F,11:00AM- 11:50AM,405,WOLF 405,Furio B,25,3
11104,CM,246.801,Comm/Business Prof,3,LEC,M,06:30PM- 09:15PM,314,WOLF 314,Breil L,25,22
11105,CM,271.101,Print Media Writing,3,LEC,M W F,10:00AM- 10:50AM,300,WOLF 300,Fisher S,25,8
11106,CM,271.102,Print Media Writing,3,LEC,T R,08:00AM- 09:15AM,300,WOLF 300,Blanchard S,25,14
11107,CM,321.101,Writing/Pub Relatns,3,LEC,T R,11:00AM- 12:15PM,300,WOLF 300,McBride K,25,5
11108,CM,321.102,Writing/Pub Relatns,3,LEC,T R,12:30PM- 01:45PM,300,WOLF 300,McBride K,25,24
11109,CM,322.101,Media Relations,3,LEC,T R,02:00PM- 03:15PM,405,WOLF 405,Briggs L,18,0
11110,CM,323.101,Publctn Edit/Design,3,LEC,M W,02:00PM- 03:15PM,300,WOLF 300,Patterson T,16,13
11111,CM,324.801,Events/Promotions,3,LEC,M,06:30PM- 09:15PM,302,WOLF 302,Sheffer J,25,22
11112,CM,327.101,Persuasion,3,LEC,T R,09:30AM- 10:45AM,312,WOLF 312,Furio B,25,14
11113,CM,327.102,Persuasion,3,LEC,T R,12:30PM- 01:45PM,405,WOLF 405,Furio B,25,9
11114,CM,330.101,Nonlinear Editing,3,LEC,T R,09:30AM- 10:45AM,308,WOLF 308,Mott R,15,6
11115,CM,340.101,News Wrtng/Productn,3,LEC,M,04:00PM- 06:45PM,308,WOLF 308,Briggs L,20,14
11116,CM,341.101,Video Production II,4,LEC,T R,12:30PM- 02:20PM,308,WOLF 308,Mott R,15,15
11117,CM,402.101,Communicatn Seminar,3,LEC,T R,02:00PM- 03:15PM,312,WOLF 312,Furio B,20,7
11118,CM,410.801,Media Management,3,LEC,W,06:30PM- 09:15PM,405,WOLF 405,Castriota L,25,20
11119,CM,415.101,Public Rel Planning,3,LEC,M W F,09:00AM- 09:50AM,300,WOLF 300,McBride K,25,17
11120,CM,421.101,PR Campaigns,3,LEC,T,06:30PM- 09:15PM,302,WOLF 302,McBride K,25,6
11121,CM,431.101,Adv Production,3,LEC,T R,11:00AM- 12:15PM,308,WOLF 308,Mott R,15,5
11122,CM,434.801,Media Law/Ethics,3,LEC,M,06:30PM- 09:15PM,317,WOLF 317,Charisse M,25,14
11123,CM,434.802,Media Law/Ethics,3,LEC,T,06:30PM- 09:15PM,317,WOLF 317,Kirsch J,25,1
10900,LIT,200.102,Perspectives/Lit,3,LEC,M W F,12:00PM- 12:50PM,206,HUM 206,Gulden L,35,23
10902,LIT,200.103,Perspectives/Lit,3,LEC,M W F,02:00PM- 02:50PM,144,HUM 144,Sharif R,35,27
10904,LIT,200.104,Perspectives/Lit,3,LEC,T R,02:00PM- 03:15PM,127,HUM 127,Siegel G,35,2
11459,LIT,270.101,Young Adult Lit,3,LEC,M W F,10:00AM- 10:50AM,142,HUM 142,Vause D,25,17
10907,LIT,281.101,Amer Lit/Identity I,3,LEC,M W F,09:00AM- 09:50AM,236,CH 236,Amberg J,25,14
10909,LIT,281.102,Amer Lit/Identity I,3,LEC,M W F,01:00PM- 01:50PM,230,HUM 230,Amberg J,25,16
10910,LIT,282.101,Amer Lit/Identity II,3,LEC,T R,09:30AM- 10:45AM,128,HUM 128,Siegel G,25,7
10911,LIT,285.101,Eur Lit to 1600,3,LEC,M W F,11:00AM- 11:50AM,144,HUM 144,Vause D,25,1
10913,LIT,291.101,Short Story,3,LEC,T R,09:30AM- 10:45AM,230,HUM 230,Grippi V,25,12
10915,LIT,323.101,Shakespeare I,3,LEC,T R,02:00PM- 03:15PM,126,HUM 126,DelliCarpini D,25,22
10919,LIT,344.101,Love and Sex in Lit,3,LEC,T R,11:00AM- 12:15PM,144,HUM 144,Amberg J,25,18
10920,LIT,389.101,Postcolonial Theory,3,LEC,M W F,10:00AM- 10:50AM,204,HUM 204,Taylor V,25,2
10923,LIT,393.101,Literature & Film,3,LEC,M W,03:00PM- 04:15PM,218,HUM 218,Olney A,25,21
10973,SPE,106.801,Field Exp Stage 3D,1,PRA,T,05:00PM- 05:50PM,128,LS 128,Hamme R,25,22
10978,SPE,108.801,Field Exp Stage 3F,1,PRA,T,05:00PM- 05:50PM,128,LS 128,Hamme R,25,23
10987,SPE,200.101,Process/Procedures,3,LEC,M W F,10:00AM- 10:50AM,101,LS 101,Sutton K,25,21
10996,SPE,200.102,Process/Procedures,3,LEC,M W F,12:00PM- 12:50PM,101,LS 101,Sutton K,25,7
11004,SPE,250.801,Professnl/Partners,3,LEC,T,06:30PM- 09:15PM,142,LS 142,Renehan C,25,12
11008,SPE,264.101,Educational Assmnt,3,LEC,M W F,10:00AM- 10:50AM,142,LS 142,Dammann S,14,1
11018,SPE,264.102,Educational Assmnt,3,LEC,M W F,11:00AM- 11:50AM,142,LS 142,Dammann S,14,12
11023,SPE,300.801,Eff Instruct Method,3,LEC,T,06:30PM- 09:15PM,128,LS 128,Hamme R,25,18
11029,SPE,300.802,Eff Instruct Method,3,LEC,W,06:30PM- 09:15PM,126,LS 126,Ludwig M,25,24
11032,SPE,301.101,Literacy Dev/Instrc,3,LEC,T R,09:30AM- 10:15AM,142,LS 142,Dammann S,25,3
11035,SPE,301.102,Literacy Dev/Instrc,3,LEC,T R,11:00AM- 12:15PM,142,LS 142,Dammann S,25,17
11037,SPE,303.101,EBI: High Incidence,3,LEC,M W F,02:00PM- 02:50PM,101,LS 101,Sutton K,25,15
11039,SPE,370.801,Asstv/Augmnt Tech,3,LEC,R,06:30PM- 09:15PM,101,LS 101,Sutton K,25,3
11047,SPE,375.101,Positive Beh Supprt,3,LEC,T R,12:30PM- 01:45PM,127,LS 127,Sutton K,25,11
11057,SPE,495.101,Student Teaching,10,PRA,TO BE ARRANGED,TO BE ARRANGED,,SCHOOL DIST,Glusco A,25,9
10684,HSV,100.101,Intro to HSV,3,LEC,M W F,12:00PM- 12:50PM,312,LS 312,Rich A,30,30
10685,HSV,200.101,App Youth Develop,3,LEC,T R,11:00AM- 12:15PM,125,LS 125,Staff,30,23
10687,HSV,220.101,Career Dev/Pract,3,PRA,M W,03:00PM- 04:15PM,310,LS 310,Maitoza R,20,17
10689,HSV,240.101,Theory & Policy,3,LEC,M W F,01:00PM- 01:50PM,312,LS 312,Rich A,30,22
10690,HSV,250.101,Lifecourse Develop,3,LEC,T R,11:00AM- 12:15PM,304,LS 304,Maitoza R,30,9
10691,HSV,345.101,Human Services Tech,3,LEC,T R,12:30PM- 01:45PM,312,LS 312,Maitoza R,20,15
10692,HSV,355.101,Design/Evaluation,3,LEC,M W F,09:00AM- 09:50AM,312,LS 312,Rich A,30,27
10693,HSV,415.101,Grant Writing,3,LEC,M W,03:00PM- 04:15PM,304,LS 304,Rich A,25,15
10694,HSV,490.101,Seminar,3,LEC,M W F,11:00AM- 11:50AM,304,LS 304,Maitoza R,10,7
10695,HSV,495.101,Internship,3,INT,F,10:00AM- 10:50AM,303,LS 303,Maitoza R,0,0
10707,NUR,200.101,Women's Health,3,LEC,M,04:00PM- 06:45PM,118,DHL 118,Staff,25,4
10708,NUR,201.101,Nursing HD/HC,3,LEC,M W F,01:00PM- 01:50PM,237,DHL 237,Beyer N,25,10
10709,NUR,201.102,Nursing HD/HC,3,LEC,M W,03:00PM- 04:15PM,237,DHL 237,Beyer N,25,17
11455,NUR,201.103,Nursing HD/HC,3,LEC,T R,09:30AM- 10:45AM,144,DHL 144,Staff,25,1
10715,NUR,202.101,Nutrition,3,LEC,T R,08:00AM- 09:15AM,143,DHL 143,Wood M,25,25
10742,NUR,202.102,Nutrition,3,LEC,T R,09:30AM- 10:45AM,143,DHL 143,Wood M,25,2
10746,NUR,202.103,Nutrition,3,LEC,T R,11:00AM- 12:15PM,143,DHL 143,Wood M,25,21
10749,NUR,210.101,Basic Princpls,5,LEC,M W,09:00AM- 10:15AM,123,DHL 123,Ruth-Sahd L,32,11
,,,,,,,,,,Schneider M,,0
10753,NUR,210.102,Basic Princpls,5,LEC,M W,10:30AM- 11:45AM,123,DHL 123,Ruth-Sahd L,32,19
,,,,,,,,,,Schneider M,,0
10755,NUR,211.501,Basic Prin Clinical,0,CLN,T,07:00AM- 01:50PM,112,DHL 112,Schneider M,32,6
,,,,,,T,07:00AM- 01:50PM,123,DHL 123,Ruth-Sahd L,,0
,,,,,,,,,,Staff,,0
10768,NUR,211.502,Basic Prin Clinical,0,CLN,R,07:00AM- 01:50PM,112,DHL 112,Ruth-Sahd L,32,26
,,,,,,R,07:00AM- 01:50PM,123,DHL 123,Schneider M,,0
,,,,,,,,,,Staff,,0
10781,NUR,300.101,Pharmacology,3,LEC,M W,09:00AM- 10:15AM,143,DHL 143,Lutter S,35,1
,,,,,,,,,,Masters K,,0
10790,NUR,300.102,Pharmacology,3,LEC,M W,11:00AM- 12:15PM,143,DHL 143,Masters K,34,27
,,,,,,,,,,Lutter S,,0
10794,NUR,304.101,Hlth Assmnt Prof Nurs,3,LEC,T,09:30AM- 11:20AM,124,DHL 124,Wool C,32,30
10929,NUR,304.102,Hlth Assmnt Prof Nurs,3,LEC,R,09:30AM- 11:20AM,124,DHL 124,Bare S,32,2
10932,NUR,305.501,Hlth Asmnt Clinical,0,CLN,T,12:30PM- 03:00PM,116,DHL 116,Staff,32,19
,,,,,,T,12:30PM- 03:00PM,113,DHL 113,Wool C,,0
10949,NUR,305.502,Hlth Asmnt Clinical,0,CLN,R,12:30PM- 03:00PM,113,DHL 113,Staff,32,18
,,,,,,R,12:30PM- 03:00PM,116,DHL 116,Bare S,,0
10966,NUR,314.101,Research/Nurs PR,3,LEC,M W,02:00PM- 03:15PM,123,DHL 123,Marino M,21,21
10971,NUR,314.102,Research/Nurs PR,3,LEC,T R,12:30PM- 01:45PM,124,DHL 124,Staff,16,12
10974,NUR,321.801,Trans Concepts/RN,3,LEC,M,05:00PM- 07:45PM,123,DHL 123,Schneider M,25,4
10976,NUR,331.801,Comp/Alternative App,3,LEC,W,05:00PM- 07:45PM,144,DHL 144,Staff,25,7
10980,NUR,340.101,Adults/Chronic Hlth,6,LEC,M W,01:00PM- 02:15PM,143,DHL 143,Masters K,35,17
,,,,,,,,,,Staff,,0
10983,NUR,340.102,Adults/Chronic Hlth,6,LEC,M W,02:30PM- 03:45PM,143,DHL 143,Masters K,34,23
10986,NUR,341.501,Adults/Chronic Clin,0,CLN,T,07:00AM- 04:00PM,,HOS,Staff,8,6
10989,NUR,341.502,Adults/Chronic Clin,0,CLN,T,07:00AM- 04:00PM,,HOS,Staff,8,5
10991,NUR,341.503,Adults/Chronic Clin,0,CLN,T,07:00AM- 04:00PM,,HOS,Staff,7,0
11036,NUR,341.504,Adults/Chronic Clin,0,CLN,R,07:00AM- 04:00PM,,HOS,Staff,8,3
11038,NUR,341.505,Adults/Chronic Clin,0,CLN,R,07:00AM- 04:00PM,,HOS,Staff,7,0
11041,NUR,341.506,Adults/Chronic Clin,0,CLN,F,07:00AM- 04:00PM,,HOS,Staff,8,0
11045,NUR,341.507,Adults/Chronic Clin,0,CLN,F,07:00AM- 04:00PM,,HOS,Staff,8,6
11049,NUR,341.508,Adults/Chronic Clin,0,CLN,F,07:00AM- 04:00PM,,HOS,Staff,8,3
11053,NUR,341.509,Adults/Chronic Clin,0,CLN,F,07:00AM- 04:00PM,,HOS,Staff,7,6
11077,NUR,350.101,Womens' Health,3,LEC,M W,10:00AM- 11:15AM,145,DHL 145,Hollenbach P,37,8
11085,NUR,351.501,Womens' Health Clin,0,CLN,M,02:00PM- 11:00PM,,HOS,Staff,8,6
,,,,,,,,,,Hollenbach P,,0
11088,NUR,351.502,Womens' Health Clin,0,CLN,T,06:30AM- 03:30PM,,HOS,Staff,7,6
,,,,,,,,,,Hollenbach P,,0
11089,NUR,351.503,Womens' Health Clin,0,CLN,W,02:00PM- 11:00PM,,HOS,Staff,8,8
,,,,,,,,,,Hollenbach P,,0
11090,NUR,351.504,Womens' Health Clin,0,CLN,R,06:30AM- 03:30PM,,HOS,Staff,7,7
,,,,,,,,,,Hollenbach P,,0
11092,NUR,351.505,Womens' Health Clin,0,CLN,F,06:30AM- 03:30PM,,HOS,Staff,7,3
,,,,,,,,,,Hollenbach P,,0
11094,NUR,352.101,Child/Acute Health,3,LEC,M W,10:00AM- 11:15AM,145,DHL 145,Taylor J,37,9
11140,NUR,353.501,Child/Acute Clinical,0,CLN,M,02:00PM- 11:00PM,,HOS,Staff,8,2
,,,,,,,,,,Taylor J,,0
11141,NUR,353.502,Child/Acute Clinical,0,CLN,T,06:30AM- 03:30PM,,HOS,Staff,7,0
,,,,,,,,,,Taylor J,,0
11143,NUR,353.503,Child/Acute Clinical,0,CLN,W,02:00PM- 11:00PM,,HOS,Staff,8,3
,,,,,,,,,,Taylor J,,0
11144,NUR,353.504,Child/Acute Clinical,0,CLN,R,06:30AM- 03:30PM,,HOS,Staff,7,6
,,,,,,,,,,Taylor J,,0
11147,NUR,353.505,Child/Acute Clinical,0,CLN,F,06:30AM- 03:30PM,,HOS,Staff,7,6
,,,,,,,,,,Taylor J,,0
11150,NUR,386.801,Stress Management,3,LEC,T,06:30PM- 09:15PM,124,DHL 124,Haagen B,20,10
11178,NUR,400.101,Community Health,7,LEC,M W,01:00PM- 02:50PM,124,DHL 124,Bucher J,29,13
,,,,,,,,,,Thompson C,,0
11182,NUR,400.102,Community Health,7,LEC,W F,10:00AM- 11:50AM,124,DHL 124,Bucher J,28,12
,,,,,,,,,,Thompson C,,0
11186,NUR,401.501,Comm Health Clinical,0,CLN,TO BE ARRANGED,TO BE ARRANGED,,COMM,Staff,29,21
,,,,,,,,,,Thompson C,,0
11191,NUR,401.502,Comm Health Clinical,0,CLN,TO BE ARRANGED,TO BE ARRANGED,,COMM,Bucher J,28,3
,,,,,,,,,,Staff,,0
,,,,,,,,,,Thompson C,,0
11195,NUR,422.101,Psyc/Mental Health,5,LEC,M,10:00AM- 11:50AM,124,DHL 124,Haagen B,28,2
,,,,,,,,,,Marino M,,0
11198,NUR,422.102,Psyc/Mental Health,5,LEC,W,10:00AM- 11:50AM,144,DHL 144,Haagen B,29,1
,,,,,,,,,,Marino M,,0
11200,NUR,423.501,Psy/Mental Clinical,0,CLN,M,02:00PM- 10:00PM,,HOS,Staff,7,2
,,,,,,,,,,Marino M,,0
11263,NUR,423.502,Psy/Mental Clinical,0,CLN,T,07:00AM- 04:00PM,,HOS,Staff,7,1
,,,,,,,,,,Marino M,,0
11265,NUR,423.503,Psy/Mental Clinical,0,CLN,T,07:00AM- 04:00PM,,HOS,Staff,7,1
,,,,,,,,,,Marino M,,0
11269,NUR,423.504,Psy/Mental Clinical,0,CLN,T,02:00PM- 10:00PM,,HOS,Staff,7,2
,,,,,,,,,,Marino M,,0
11271,NUR,423.505,Psy/Mental Clinical,0,CLN,R,07:00AM- 04:00PM,,HOS,Staff,7,7
,,,,,,,,,,Marino M,,0
11274,NUR,423.506,Psy/Mental Clinical,0,CLN,R,07:00AM- 04:00PM,,HOS,Staff,7,0
,,,,,,,,,,Marino M,,0
11276,NUR,423.507,Psy/Mental Clinical,0,CLN,R,07:00AM- 04:00PM,,HOS,Staff,7,1
,,,,,,,,,,Marino M,,0
11278,NUR,423.508,Psy/Mental Clinical,0,CLN,F,07:00AM- 04:00PM,,HOS,Staff,8,0
,,,,,,,,,,Marino M,,0
11280,NUR,440.101,Adults/Acute Health,7,LEC,T,09:30AM- 11:20AM,145,DHL 145,Pucino C,38,24
,,,,,,T,12:30PM- 02:20PM,145,DHL 145,,,0
11286,NUR,441.501,Adult/Acute Clinical,0,CLN,W,06:45AM- 04:15PM,,HOS,Staff,7,4
,,,,,,,,,,Pucino C,,0
11289,NUR,441.502,Adult/Acute Clinical,0,CLN,W,06:45AM- 04:15PM,,HOS,Lesh D,8,2
,,,,,,,,,,Pucino C,,0
11293,NUR,441.503,Adult/Acute Clinical,0,CLN,W,06:45AM- 04:15PM,,HOS,Pucino C,7,0
11299,NUR,441.504,Adult/Acute Clinical,0,CLN,R,06:45AM- 04:15PM,,HOS,Staff,8,8
,,,,,,,,,,Pucino C,,0
11307,NUR,441.505,Adult/Acute Clinical,0,CLN,F,06:45AM- 04:15PM,,HOS,Audette D,8,4
,,,,,,,,,,Pucino C,,0
11310,NUR,450.101,Nursing Practicum,3,LEC,M,12:00PM- 12:50PM,144,DHL 144,Adkins C,16,3
,,,,,,,,,,Riley-Giomariso O,,0
11311,NUR,450.102,Nursing Practicum,3,LEC,M,01:00PM- 01:50PM,144,DHL 144,Adkins C,11,11
,,,,,,,,,,Riley-Giomariso O,,0
11312,NUR,450.103,Nursing Practicum,3,LEC,M,02:00PM- 02:50PM,144,DHL 144,Adkins C,11,10
,,,,,,,,,,Riley-Giomariso O,,0
11313,NUR,451.501,Nurs Pract Clinical,0,CLN,TO BE ARRANGED,TO BE ARRANGED,,HOS,Staff,38,20
,,,,,,,,,,Riley-Giomariso O,,0
11314,NUR,460.101,Ldrshp Prof Nursing,3,LEC,M,09:00AM- 11:50AM,239,DHL 239,Wool C,38,25
10402,ECO,200.101,Prin Econ-Macro,3,LEC,M W F,08:00AM- 08:50AM,404,WBC 404,Randolph E,25,12
10408,ECO,200.102,Prin Econ-Macro,3,LEC,M W F,09:00AM- 09:50AM,404,WBC 404,Randolph E,25,21
10410,ECO,200.103,Prin Econ-Macro,3,LEC,M W F,10:00AM- 10:50AM,404,WBC 404,Randolph E,25,15
10411,ECO,200.104,Prin Econ-Macro,3,LEC,M W F,02:00PM- 02:50PM,404,WBC 404,Cho I,25,9
11469,ECO,200.105,Prin Econ-Macro,3,LEC,T R,12:30PM- 01:45PM,232,CH 232,Staff,25,24
11470,ECO,200.106,Prin Econ-Macro,3,LEC,T R,03:30PM- 04:45PM,408,WBC 408,Staff,25,0
10413,ECO,200.801,Prin Econ-Macro,3,LEC,R,06:30PM- 09:15PM,403,WBC 403,Murphy T,25,6
10414,ECO,201.101,Prin Econ-Micro,3,LEC,M W F,10:00AM- 10:50AM,403,WBC 403,Cho I,25,0
10416,ECO,201.102,Prin Econ-Micro,3,LEC,M W F,11:00AM- 11:50AM,404,WBC 404,Cho I,25,21
10417,ECO,201.103,Prin Econ-Micro,3,LEC,M W,03:30PM- 04:15PM,408,WBC 408,Seaquist C,25,18
10421,ECO,201.104,Prin Econ-Micro,3,LEC,T R,02:00PM- 03:15PM,404,WBC 404,Slaysman K,25,17
11471,ECO,201.105,Prin Econ-Micro,3,LEC,T R,08:00AM- 09:15AM,408,WBC 408,Staff,25,22
11396,ECO,201.801,Prin Econ-Micro,3,LEC,T,06:30PM- 09:15PM,126,HUM 126,Slaysman K,0,0
,,,,,,,,,,Fyfe D,,0
10422,ECO,205.801,Economic Perspctvs,3,LEC,M W F,01:00PM- 01:50PM,304,WBC 304,Cho I,25,6
10424,ECO,340.101,Econ Development,3,LEC,T R,11:00AM- 12:15PM,221,WBC 221,Slaysman K,25,0
10426,ECO,360.101,Intermediate Macro,3,LEC,T R,02:00PM- 03:15PM,221,WBC 221,Sadowski N,25,4
10513,PHY,110.101,Gen Phys:Mech/Ht,4,LEC,M W F,12:00PM- 12:50PM,129,KEC 129,Gehring G,30,22
10506,PHY,110.102,Gen Phys:Mech/Ht,4,LEC,M W,03:00PM- 04:15PM,221,CH 221,Khanna S,30,30
10509,PHY,110.103,Gen Phys:Mech/Ht,4,LEC,T R,09:30AM- 10:45AM,231,CH 231,Khanna S,30,21
10609,PHY,111.501,G Phys:Mech Lab,0,LAB,T,11:00AM- 01:45PM,107,CH 107,Khanna S,15,4
10613,PHY,111.502,G Phys:Mech Lab,0,LAB,T,02:00PM- 04:45PM,107,CH 107,Kapoor D,15,10
10610,PHY,111.503,G Phys:Mech Lab,0,LAB,W,11:00AM- 01:45PM,107,CH 107,Khanna S,15,15
10616,PHY,111.504,G Phys:Mech Lab,0,LAB,W,02:00PM- 04:45PM,107,CH 107,Kapoor D,15,10
10611,PHY,111.505,G Phys:Mech Lab,0,LAB,R,11:00AM- 01:45PM,107,CH 107,Khanna S,15,4
10612,PHY,111.506,G Phys:Mech Lab,0,LAB,R,02:00PM- 04:45PM,107,CH 107,Rentzel R,15,2
10696,PSY,100.101,General Psychology,3,LEC,M W F,09:00AM- 09:50AM,125,LS 125,Hess L,35,7
10697,PSY,100.102,General Psychology,3,LEC,M W F,10:00AM- 10:50AM,331,LS 331,Shedlosky R,35,8
10698,PSY,100.103,General Psychology,3,LEC,M W F,11:00AM- 11:50AM,331,LS 331,Grim R,35,7
10699,PSY,100.104,General Psychology,3,LEC,M W F,12:00PM- 12:50PM,331,LS 331,Shedlosky R,35,2
10700,PSY,100.105,General Psychology,3,LEC,M W,03:00PM- 04:15PM,331,LS 331,Engler J,35,23
10701,PSY,100.106,General Psychology,3,LEC,T R,08:00AM- 09:15AM,302,LS 302,Erb M,35,23
10702,PSY,100.107,General Psychology,3,LEC,T R,09:30AM- 10:45AM,229,CH 229,Kidd S,35,18
10703,PSY,100.108,General Psychology,3,LEC,T R,11:00AM- 12:15PM,331,LS 331,Engler J,35,13
10704,PSY,100.109,General Psychology,3,LEC,T R,12:30PM- 01:45PM,203,CH 203,Kidd S,35,29
10705,PSY,100.110,General Psychology,3,LEC,T R,02:00PM- 03:15PM,203,CH 203,Kidd S,35,3
10706,PSY,100.111,General Psychology,3,LEC,T R,03:30PM- 04:45PM,302,LS 302,Holliman P,35,27
10710,PSY,110.101,Orientation/Psyc,1,LEC,T,02:00PM- 03:15PM,301,LS 301,Shedlosky R,25,20
10711,PSY,110.102,Orientation/Psyc,1,LEC,R,02:00PM- 03:15PM,301,LS 301,Shedlosky R,25,8
10712,PSY,200.101,Essntl Skills/Tools,3,LEC,T R,12:30PM- 01:45PM,331,LS 331,Engler J,20,2
,,,,,,,,,,Strassle C,,0
10714,PSY,210.101,Fund Biopsychology,3,LEC,T R,09:30AM- 10:45AM,305,LS 305,Staff,20,1
10716,PSY,210.102,Fund Biopsychology,3,LEC,T R,12:30PM- 01:45PM,305,LS 305,Staff,20,4
10717,PSY,210.103,Fund Biopsychology,3,LEC,T R,02:00PM- 03:15PM,305,LS 305,Staff,20,15
10719,PSY,221.101,Child/Adol Develop,3,LEC,T R,09:30AM- 10:45AM,304,LS 304,Reed M,30,4
10720,PSY,223.101,Early Child Develp,3,LEC,T R,11:00AM- 12:15PM,227,CH 227,Hess L,30,14
10721,PSY,227.101,Child Exceptionalts,3,LEC,M W F,10:00AM- 10:50AM,302,LS 302,Engler J,30,10
10722,PSY,227.102,Child Exceptionalts,3,LEC,M W F,11:00AM- 11:50AM,302,LS 302,Engler J,30,8
10723,PSY,230.101,Abnormal Psych,3,LEC,M W F,09:00AM- 09:50AM,311,LS 311,Strassle C,30,25
10724,PSY,230.102,Abnormal Psych,3,LEC,M W F,10:00AM- 10:50AM,312,LS 312,Strassle C,30,19
10725,PSY,243.101,Social Psychology,3,LEC,T R,11:00AM- 12:15PM,301,LS 301,Druen P,30,4
10726,PSY,243.102,Social Psychology,3,LEC,T R,12:30PM- 01:45PM,301,LS 301,Druen P,30,17
10728,PSY,250.101,Multicultural Aware,3,LEC,M W F,02:00PM- 02:50PM,312,LS 312,Shedlosky R,20,1
10730,PSY,270.101,Design Analysis I,3,LEC,M W F,09:00AM- 09:50AM,301,LS 301,Landau J,25,24
10731,PSY,270.102,Design Analysis I,3,LEC,M W F,10:00AM- 10:50AM,301,LS 301,Landau J,25,15
10732,PSY,271.101,Design Analysis II,3,LEC,M W,03:00PM- 04:15PM,301,LS 301,Staff,25,13
10733,PSY,307.101,Cognitive Psych,3,LEC,T R,09:30AM- 10:45AM,301,LS 301,Landau J,30,4
10681,PSY,312.101,Psyc Aspects/Aging,3,LEC,T R,02:00PM- 03:15PM,312,LS 312,Ligon M,30,22
10735,PSY,321.101,Developmental Sci,3,LEC,T R,08:00AM- 09:15AM,310,LS 310,Reed M,20,10
10736,PSY,330.101,Adult Psychopathlgy,3,LEC,T R,08:00AM- 09:15AM,311,LS 311,Strassle C,20,7
10737,PSY,370.101,Desgn Analy III,3,LEC,M W,03:00PM- 04:15PM,329,LS 329,Druen P,0,0
10738,PSY,370.102,Desgn Analy III,3,LEC,T R,02:00PM- 03:15PM,329,LS 329,Druen P,0,0
11457,PSY,382.101,Forensic Psychology,3,LEC,M W F,08:00AM- 08:50AM,311,LS 311,Erb M,30,1
10739,PSY,421.101,Cooperative Intern,3,INT,F,11:00AM- 11:50AM,303,LS 303,Strassle C,0,0
10740,PSY,422.101,Cooperative Intern,3,INT,TO BE ARRANGED,TO BE ARRANGED,,,Staff,0,0
10741,PSY,431.101,Sr Teaching Pract,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Engler J,5,5
10743,PSY,431.102,Sr Teaching Pract,1,PRA,TO BE ARRANGED,TO BE ARRANGED,,,Engler J,5,2
10744,PSY,441.101,Consl Theors/Psych,3,LEC,T R,09:30AM- 10:45AM,310,LS 310,Strassle C,20,3
10747,PSY,472.101,History/Systems,3,LEC,T R,11:00AM- 12:15PM,335,LS 335,Reed M,15,1
10748,PSY,472.102,History/Systems,3,LEC,T R,12:30PM- 01:45PM,311,LS 311,Reed M,15,13
10750,PSY,472.103,History/Systems,3,LEC,T R,02:00PM- 03:15PM,335,LS 335,Reed M,15,5
10751,PSY,490.101,Psychology Seminar,3,LEC,T R,11:00AM- 12:15PM,329,LS 329,Strassle C,0,0
,,,,,,,,,,Landau J,,0
,,,,,,,,,,Shedlosky R,,0
10296,PS,101.101,Amer Gov/Citizenship,3,LEC,M W F,12:00PM- 12:50PM,129,HUM 129,Staff,25,9
10298,PS,101.102,Amer Gov/Citizenship,3,LEC,M W F,01:00PM- 01:50PM,128,HUM 128,Staff,25,22
10300,PS,101.103,Amer Gov/Citizenship,3,LEC,M W F,02:00PM- 02:50PM,130,HUM 130,Staff,25,5
10301,PS,101.104,Amer Gov/Citizenship,3,LEC,M W,03:00PM- 04:15PM,130,HUM 130,Paik S,25,19
10303,PS,101.105,Amer Gov/Citizenship,3,LEC,T R,08:00AM- 09:15AM,129,HUM 129,Ortmann S,25,4
10334,PS,101.106,Amer Gov/Citizenship,3,LEC,T R,11:00AM- 12:15PM,228,CH 228,Christ B,25,2
10336,PS,101.107,Amer Gov/Citizenship,3,LEC,T R,12:30PM- 01:45PM,129,HUM 129,Christ B,25,1
10305,PS,101.108,Amer Gov/Citizenship,3,LEC,T R,02:00PM- 03:15PM,141,HUM 141,Paik S,25,9
10306,PS,102.101,Contemp Global Iss,3,LEC,M W F,11:00AM- 11:50AM,126,HUM 126,Salem H,25,14
10308,PS,102.102,Contemp Global Iss,3,LEC,T R,09:30AM- 10:45AM,143,HUM 143,Li X,25,1
10310,PS,102.103,Contemp Global Iss,3,LEC,T R,12:30PM- 01:45PM,144,HUM 144,Li X,25,18
10312,PS,102.104,Contemp Global Iss,3,LEC,T R,12:30PM- 01:45PM,128,HUM 128,Ilgenfritz C,25,16
10314,PS,102.105,Contemp Global Iss,3,LEC,T R,02:00PM- 03:15PM,143,HUM 143,Ilgenfritz C,25,16
10316,PS,110.101,Intro Poli Science,3,LEC,M W F,09:00AM- 09:50AM,126,HUM 126,Altman J,25,23
10338,PS,141.801,Am Gov: Institutions,3,LEC,T R,05:00PM- 06:15PM,126,HUM 126,Snyder J,30,14
11462,PS,141.802,Am Gov: Institutions,3,LEC,W,06:30PM- 09:15PM,128,HUM 128,Weaver T,30,5
10319,PS,242.101,State/Local Govt,3,LEC,T R,02:00PM- 03:15PM,205,HUM 205,Mitrick L,25,16
10321,PS,246.101,Govt/Pol Mid East,3,LEC,M W F,10:00AM- 10:50AM,143,HUM 143,Salem H,20,8
